DEPTH,CNL_dec,DENS,SONI,LL9D,LL9S,MSFL,GrC,VCL,SW
10567,0.177,2.33,79.89,35.17,5.949,2.405,108.2,0.1726,0.2893
10567.5,0.175,2.329,80.09,37.82,5.949,2.475,108.2,0.1964,0.2773
10568,0.1757,2.326,80.49,39.22,5.94,1.923,107.3,0.2014,0.2741
10568.5,0.176,2.296,80.88,31.55,5.499,1.609,105.2,0.3069,0.2728
10569,0.1821,2.265,81.07,27.29,4.619,1.499,105.4,0.3087,0.2627
10569.5,0.1834,2.27,81.07,27.3,4.724,1.442,105.8,0.3117,0.2684
10570,0.1854,2.276,82.65,27.8,4.887,1.351,106.1,0.2934,0.2734
10570.5,0.1878,2.281,84.62,28.72,5.249,1.669,108.2,0.2508,0.2731
10571,0.1878,2.283,83.05,29.35,5.319,2.369,110.6,0.2432,0.267
10571.5,0.1878,2.283,83.44,26.81,4.69,1.459,111.3,0.2432,0.2877
10572,0.1878,2.27,81.87,23.62,4.287,1.651,112.1,0.2925,0.2894
10572.5,0.1902,2.257,80.94,20.43,3.987,1.212,111.2,0.3174,0.3024
10573,0.1915,2.25,80.29,16.44,3.708,1.346,110.6,0.3305,0.3249
10573.5,0.188,2.244,78.33,16.44,3.448,1.346,111.6,0.3585,0.3181
10574,0.1845,2.242,77.14,15.29,3.213,1.336,112.1,0.3623,0.3258
10574.5,0.1774,2.254,78.53,14.74,3.217,1.084,114,0.3775,0.3522
10575,0.1797,2.266,80.3,15.29,3.336,1.206,115.7,0.3882,0.3598
10575.5,0.1797,2.276,80.3,14.22,3.467,1.729,118.1,0.3503,0.3787
10576,0.1797,2.285,80.3,12.76,3.705,1.56,121.8,0.3161,0.4273
10576.5,0.1752,2.291,81.09,12.3,3.328,1.601,121.8,0.3384,0.4376
10577,0.1726,2.296,79.51,11.44,3.095,1.302,121.8,0.3454,0.4665
10577.5,0.1689,2.297,80.3,11.44,2.879,1.432,121.8,0.3795,0.4604
10578,0.1708,2.301,81.88,12.08,2.787,1.74,121.8,0.3449,0.4353
10578.5,0.1726,2.315,81.49,12.76,2.998,1.849,121.8,0.2733,0.4489
10579,0.176,2.32,82.28,12.08,3.217,1.452,121.8,0.2205,0.4949
10579.5,0.1783,2.314,81.21,11.44,3.205,1.626,121.8,0.2203,0.4913
10580,0.1868,2.31,79.91,10.27,2.881,1.911,123.3,0.1502,0.4866
10580.5,0.1877,2.289,80.31,10.45,2.782,1.204,124.2,0.2209,0.4784
10581,0.1891,2.268,81.88,11.45,2.782,1.204,125.5,0.2865,0.426
10581.5,0.1901,2.275,82.97,11.45,2.79,2.139,126.3,0.2499,0.4003
10582,0.183,2.287,83.46,11.45,3.053,1.621,129.4,0.2753,0.4545
10582.5,0.1795,2.292,84.25,11.04,3.208,1.733,130.9,0.2916,0.4759
10583,0.1774,2.292,84.84,10.65,2.936,1.548,132.4,0.3132,0.4869
10583.5,0.1793,2.291,86.22,10.27,2.838,1.309,132.4,0.2974,0.5017
10584,0.1807,2.285,87.4,10.27,2.786,1.623,130.5,0.3066,0.4726
10584.5,0.1878,2.282,88.19,10.65,2.89,1.788,129.4,0.247,0.4538
10585,0.1904,2.286,88.67,11.05,2.993,1.395,130.1,0.2053,0.4701
10585.5,0.1925,2.267,88.98,11.45,2.993,1.285,130.9,0.2565,0.4351
10586,0.1939,2.247,89.77,11.88,2.994,1.084,131.8,0.3183,0.4063
10586.5,0.1986,2.227,90.95,12.77,2.995,1.091,132.4,0.3468,0.369
10587,0.2069,2.219,90.41,14.24,3.117,1.253,130.3,0.2937,0.3361
10587.5,0.2104,2.212,89.77,17.7,3.556,1.259,126.3,0.2853,0.2955
10588,0.2152,2.207,87.81,19.03,3.863,1.396,125.3,0.2569,0.2801
10588.5,0.216,2.191,87.41,21.61,3.995,1.289,124.2,0.3097,0.2531
10589,0.2174,2.183,87.81,23.67,4.159,1.086,123.6,0.3251,0.2401
10589.5,0.2185,2.183,88.99,25.45,4.476,1.173,123.3,0.3147,0.2316
10590,0.2178,2.194,89.36,26.39,4.799,1.4,123.3,0.2802,0.2328
10590.5,0.2172,2.205,89.89,29.78,4.799,1.511,123.3,0.244,0.2249
10591,0.2167,2.217,90.17,32.22,4.806,1.745,122.7,0.2039,0.2209
10591.5,0.2161,2.205,90.96,32.81,4.979,1.863,118.8,0.255,0.2087
10592,0.2156,2.192,90.51,31.77,4.97,1.611,119.5,0.3091,0.2077
10592.5,0.2152,2.188,90.18,30.52,4.692,1.401,120.3,0.329,0.2112
10593,0.2142,2.189,89.6,27.37,4.456,1.389,124.2,0.3344,0.2251
10593.5,0.2138,2.184,89.39,25.46,4.143,1.068,123.9,0.3584,0.2325
10594,0.2222,2.179,90.18,27.38,3.865,0.95,123.3,0.2921,0.2219
10594.5,0.2222,2.183,90.18,29.44,4.012,1.202,124.2,0.277,0.2143
10595,0.2222,2.189,89.39,31.66,4.277,1.012,124.8,0.2542,0.2139
10595.5,0.2186,2.197,87.82,34.04,4.592,1.109,126.3,0.2607,0.2118
10596,0.2161,2.201,87.03,35.3,4.975,1.208,126.3,0.2702,0.2103
10596.5,0.2138,2.204,87.37,32.83,4.799,1.126,125.7,0.2825,0.2195
10597,0.217,2.193,88.41,30.53,4.612,1.121,124.5,0.2919,0.2193
10597.5,0.2199,2.19,91.37,29.45,4.159,1.011,123.3,0.2741,0.2207
10598,0.2212,2.194,92.55,30.54,4.322,1.032,121.8,0.2457,0.2184
10598.5,0.2222,2.197,93.73,34.05,4.561,1.05,120.3,0.2238,0.2084
10599,0.2208,2.202,93.73,36.61,4.996,1.172,121.2,0.219,0.2045
10599.5,0.2201,2.21,92.95,39.37,5.357,1.295,123.3,0.196,0.2028
10600,0.219,2.203,91.77,42.34,5.357,1.128,124.3,0.2335,0.1942
10600.5,0.2175,2.183,91.28,42.34,5.357,1.172,125.7,0.3243,0.1845
10601,0.2173,2.17,90.98,43.38,5.359,1.211,125.7,0.376,0.1761
10601.5,0.2171,2.168,91.79,43.91,5.478,1.211,122.7,0.3859,0.1729
10602,0.2218,2.17,92.36,39.38,5.962,1.215,121.2,0.331,0.1831
10602.5,0.2232,2.167,92.56,37.98,5.549,1.296,122.7,0.3282,0.1843
10603,0.2232,2.163,92.45,36.63,5.252,1.128,123.6,0.3433,0.187
10603.5,0.2232,2.168,92.32,38.68,4.989,1.16,124.2,0.3244,0.184
10604,0.2209,2.171,92.17,42.35,5.173,1.237,122.2,0.3356,0.1762
10604.5,0.2142,2.182,91.78,50.78,5.375,1.857,121.2,0.3612,0.1612
10605,0.2089,2.18,90.97,54.6,5.884,1.455,121.2,0.422,0.1589
10605.5,0.2067,2.164,90.2,54.6,6.182,1.506,122.4,0.444,0.1533
10606,0.2123,2.154,89.74,48.98,5.538,1.449,124.2,0.4587,0.1577
10606.5,0.2161,2.136,89.02,43.93,4.795,1.299,124.2,0.4587,0.1589
10607,0.2144,2.141,88.09,40.86,4.307,1.143,124.2,0.4587,0.1666
10607.5,0.2114,2.154,86.66,35.35,3.994,0.972,124.2,0.4587,0.1851
10608,0.2114,2.162,85.81,32.88,3.471,0.91,122.3,0.4437,0.1936
10608.5,0.2114,2.186,83.91,34.09,3.465,1.012,120.6,0.3744,0.1997
10609,0.2114,2.205,83.91,38.01,3.349,1.049,115.1,0.3023,0.1951
10609.5,0.2114,2.221,85.09,40.87,3.481,1.099,111.5,0.2416,0.1946
10610,0.207,2.24,86.47,40.88,3.732,1.489,113.6,0.2139,0.2019
10610.5,0.2043,2.252,88.24,40.88,3.732,1.663,116.1,0.195,0.2081
10611,0.2009,2.256,89.03,39.42,3.729,1.105,119.7,0.2138,0.2265
10611.5,0.1996,2.239,89.03,39.43,3.596,0.881,118.5,0.2917,0.2167
10612,0.1982,2.209,89.03,39.43,3.472,1.09,116.7,0.3985,0.1947
10612.5,0.1986,2.183,89.03,40.89,3.477,1.161,116.2,0.3949,0.1776
10613,0.1991,2.177,88.64,39.44,3.6,0.945,115.6,0.3903,0.1808
10613.5,0.1996,2.181,87.46,39.44,3.601,1.049,115.1,0.3864,0.1811
10614,0.2043,2.191,86.28,36.68,3.596,1.008,116.9,0.4007,0.1938
10614.5,0.2114,2.193,85.1,31.73,3.477,0.876,118.2,0.3479,0.2109
10615,0.2126,2.197,84.87,29.51,3.602,0.871,119,0.3203,0.2217
10615.5,0.2138,2.206,84.71,27.45,3.652,0.757,119.7,0.2749,0.2377
10616,0.216,2.208,86.68,26.47,3.737,0.788,118,0.2447,0.2417
10616.5,0.213,2.214,89.24,26.47,3.891,0.97,116.7,0.252,0.2423
10617,0.205,2.222,91.41,27.67,4.545,1.745,115.8,0.3019,0.2349
10617.5,0.1992,2.206,91.72,29.52,5.001,1.728,115.1,0.3864,0.2194
10618,0.1972,2.183,92.19,38.05,5.277,1.304,117.6,0.4057,0.1883
10618.5,0.2021,2.167,91.41,45.62,5.45,1.259,117.6,0.4057,0.1665
10619,0.2083,2.173,91.41,56.72,5.588,1.26,117.6,0.4057,0.1525
10619.5,0.2185,2.165,91.41,62.54,6.381,1.306,116.1,0.3831,0.1429
10620,0.2232,2.158,91.02,73.11,7.199,1.299,115.1,0.3623,0.1308
10620.5,0.2161,2.157,91.41,87.65,8.019,1.113,116,0.3936,0.1212
10621,0.2161,2.162,91.41,92.56,8.62,1.089,119,0.4169,0.1209
10621.5,0.2137,2.163,91.02,95.93,9.093,1.106,122.1,0.4387,0.1203
10622,0.2107,2.159,91.42,97.75,9.254,1.126,123.2,0.4504,0.1184
10622.5,0.209,2.158,90.62,100.1,9.254,1.052,124.2,0.4587,0.117
10623,0.2138,2.151,90.24,101.4,9.255,1.09,123.4,0.4524,0.1141
10623.5,0.2174,2.145,89.45,109,9.227,1.108,122.7,0.4467,0.1082
10624,0.2208,2.153,87.88,103.2,8.302,1.13,119.1,0.4049,0.1118
10624.5,0.2196,2.161,86.69,87.7,7.973,1.128,118.1,0.3873,0.123
10625,0.2185,2.162,85.51,81.57,6.778,1.089,117.6,0.3944,0.1268
10625.5,0.2123,2.167,85.91,70.56,5.979,1.069,116.4,0.3965,0.1366
10626,0.2123,2.176,87.88,63.29,5.575,1.054,115.5,0.3892,0.1463
10626.5,0.2123,2.185,89.06,58.86,5.565,1.13,114.5,0.3688,0.1539
10627,0.2096,2.194,89.06,52.8,5.271,1.127,114.1,0.3617,0.1652
10627.5,0.2067,2.199,88.74,49.11,4.992,1.054,113.6,0.3725,0.1732
10628,0.2067,2.196,88.28,41.72,4.728,1.125,113.6,0.3744,0.1846
10628.5,0.2067,2.187,87.49,36.74,4.476,0.981,112.7,0.3666,0.192
10629,0.2054,2.176,86.31,33.52,4.162,1.046,112.1,0.3623,0.1934
10629.5,0.2043,2.177,83.56,30.66,3.879,0.91,112.1,0.3623,0.2031
10630,0.209,2.179,83.56,28.51,3.874,0.943,112.1,0.3623,0.211
10630.5,0.2114,2.182,84.34,26.52,3.741,0.945,113.2,0.3711,0.2202
10631,0.2185,2.185,84.51,25.12,3.742,1.012,113.6,0.3072,0.227
10631.5,0.2236,2.193,84.74,23.79,3.737,0.979,116.7,0.2253,0.2405
10632,0.2256,2.209,84.56,23.29,3.609,1.026,117.6,0.1451,0.2529
10632.5,0.2171,2.227,83.56,22.94,3.609,1.132,116.2,0.162,0.2652
10633,0.214,2.244,81.2,23.8,3.609,1.174,113.6,0.1282,0.2707
10633.5,0.2055,2.233,79.63,25.58,3.613,1.244,110.6,0.2553,0.2496
10634,0.2019,2.232,78.84,28.53,3.746,1.408,109.1,0.2946,0.2333
10634.5,0.2019,2.231,78.45,29.58,3.885,1.452,109.4,0.2984,0.229
10635,0.2006,2.228,80.02,30.67,4.027,1.308,110,0.3232,0.2258
10635.5,0.1982,2.225,79.24,27.51,4.013,1.332,108.5,0.3338,0.2348
10636,0.1958,2.235,80.42,24.68,3.604,1.353,107.6,0.3261,0.2509
10636.5,0.1946,2.244,79.24,22.7,3.352,1.264,107.6,0.3221,0.2679
10637,0.1934,2.251,78.85,19.38,3.114,1.303,109.5,0.3078,0.2948
10637.5,0.1996,2.259,78.45,14.86,2.795,1.176,111.3,0.2158,0.3461
10638,0.1996,2.268,78.06,13.82,2.552,1.254,113,0.1816,0.3634
10638.5,0.1996,2.266,76.88,12.85,2.337,1.094,114.2,0.1892,0.3793
10639,0.1976,2.256,76.88,12.4,2.334,1.175,115.1,0.247,0.3701
10639.5,0.1962,2.27,76.09,11.95,2.254,1.235,112.6,0.2084,0.3846
10640,0.1948,2.285,75.88,11.53,2.254,1.364,110.6,0.1645,0.4027
10640.5,0.1958,2.29,75.7,11.53,2.256,1.557,110.3,0.1356,0.3947
10641,0.1967,2.298,74.52,11.53,2.317,1.264,110,0.09626,0.4275
10641.5,0.1972,2.313,72.95,11.77,2.425,1.308,112.4,0.03463,0.4529
10642,0.1863,2.329,72.55,12.4,2.476,1.312,114.5,0.08287,0.4741
10642.5,0.1817,2.344,73.31,13.82,2.564,1.442,118.2,0.07236,0.4801
10643,0.176,2.342,74.53,15.14,2.728,1.725,118.9,0.1377,0.4459
10643.5,0.1734,2.357,77.68,15.42,3.018,1.875,119.7,0.1066,0.4811
10644,0.1698,2.371,81.22,15.42,3.124,1.615,123.3,0.08919,0.5404
10644.5,0.1641,2.355,82.8,15.42,3.131,1.317,125.7,0.2067,0.5209
10645,0.1689,2.339,85.75,15.99,3.304,1.64,128.8,0.2201,0.4729
10645.5,0.1705,2.323,86.75,16.58,3.446,2.024,128.3,0.264,0.424
10646,0.1733,2.292,87.13,17.19,3.618,2.021,127.3,0.3545,0.3703
10646.5,0.176,2.254,85.13,19.17,3.752,1.864,124.2,0.4587,0.3083
10647,0.1878,2.216,84.57,20.61,3.897,1.357,119.7,0.4226,0.2721
10647.5,0.1909,2.208,83.59,22.99,4.173,1.364,118.9,0.4163,0.2529
10648,0.1954,2.213,82.41,25.63,4.036,1.504,118.2,0.4107,0.2399
10648.5,0.1996,2.21,80.84,27.06,4.183,1.186,117.6,0.4017,0.236
10649,0.1996,2.205,81.43,28.53,4.261,1.137,118.3,0.4117,0.2284
10649.5,0.2146,2.214,84.38,29.63,4.345,1.291,119.1,0.2365,0.2288
10650,0.2218,2.223,86.75,29.64,4.669,1.464,120.4,0.1299,0.2351
10650.5,0.2218,2.241,90.49,27.57,4.819,1.571,122.7,0.06156,0.258
10651,0.2114,2.263,91.87,25.64,4.333,1.6,125.8,0.08223,0.2867
10651.5,0.2118,2.245,91.87,23.84,4.168,1.613,130.3,0.1465,0.2838
10652,0.2123,2.226,91.87,21.39,3.878,1.166,133.7,0.2132,0.2908
10652.5,0.2256,2.207,90.69,19.89,3.482,1.092,136.3,0.1527,0.2864
10653,0.2374,2.201,91.08,18.5,3.241,1.051,135.7,0.05708,0.2902
10653.5,0.2378,2.199,91.08,17.52,3.131,0.981,135.4,0.05996,0.2967
10654,0.2383,2.19,90.69,16.6,3.256,0.981,135.1,0.0893,0.2979
10654.5,0.2326,2.194,90.3,16.6,3.625,0.985,134.8,0.131,0.3034
10655,0.2208,2.197,90.3,17.57,3.899,1.092,128.7,0.238,0.2917
10655.5,0.2194,2.196,90.3,19.54,4.186,1.054,127.3,0.256,0.2767
10656,0.2218,2.191,91.48,23.43,4.269,1.055,125.1,0.2506,0.2483
10656.5,0.2242,2.198,92.38,26.6,4.42,1.067,124.9,0.201,0.238
10657,0.2194,2.199,92.67,28.6,4.512,1.083,124.5,0.2446,0.2302
10657.5,0.2185,2.189,91.88,34.29,4.838,1.089,124.2,0.292,0.2061
10658,0.2203,2.18,89.91,36.88,4.839,0.982,124.2,0.3074,0.1955
10658.5,0.2218,2.167,87.94,38.24,4.839,1.018,124.8,0.3424,0.1858
10659,0.2211,2.17,85.97,39.65,4.83,1.055,125.7,0.3379,0.1841
10659.5,0.2208,2.171,84.79,39.66,4.498,1.054,125.7,0.3366,0.1839
10660,0.2114,2.165,84.8,36.22,4.331,1.024,125.7,0.4541,0.1891
10660.5,0.2092,2.171,84.8,31.91,4.032,1.176,124.2,0.4534,0.2003
10661,0.2029,2.183,85.19,29.68,3.894,1.131,122.6,0.4457,0.2129
10661.5,0.2017,2.189,85.78,27.6,3.894,1.059,120.6,0.4298,0.2236
10662,0.1995,2.194,85.98,26.62,3.891,1.18,119.7,0.4226,0.2283
10662.5,0.1972,2.198,85.98,26.62,3.753,1.257,120.6,0.4301,0.2298
10663,0.1988,2.197,86.77,23.88,3.616,1.018,122.7,0.4467,0.2459
10663.5,0.2005,2.198,86.91,22.21,3.362,1.022,122.7,0.4379,0.2541
10664,0.2001,2.204,87.17,19.92,3.129,1.132,122.7,0.4197,0.2686
10664.5,0.1996,2.208,87.96,18.53,3.022,1.056,122.9,0.4093,0.2823
10665,0.1948,2.214,87.75,17.87,3.022,1.087,123.2,0.434,0.2918
10665.5,0.1925,2.223,87.56,17.87,3.022,1.139,123.6,0.4239,0.2987
10666,0.1911,2.223,88.35,17.87,3.023,1.244,123.6,0.4377,0.2964
10666.5,0.194,2.205,89.72,18.53,3.023,1.262,123.6,0.4539,0.2764
10667,0.1993,2.189,91.11,19.22,3.017,1.134,123.6,0.4539,0.2624
10667.5,0.2056,2.187,92.29,19.22,2.807,1.097,127.4,0.4285,0.2629
10668,0.21,2.178,93.08,18.84,2.645,1.149,128.8,0.419,0.2575
10668.5,0.2123,2.165,92.69,18.54,2.52,1.172,126.6,0.4454,0.2476
10669,0.2138,2.166,92.29,17.24,2.427,1.019,126.3,0.4267,0.2597
10669.5,0.2194,2.178,90.96,15.47,2.26,1.016,125.7,0.3243,0.28
10670,0.2209,2.181,89.93,13.87,2.183,0.948,125.4,0.2982,0.2986
10670.5,0.2232,2.183,88.36,13.87,2.178,0.944,124.4,0.2674,0.2993
10671,0.2312,2.184,89.15,13.38,2.111,0.85,122.5,0.1831,0.3057
10671.5,0.2305,2.19,90.19,12.9,2.353,0.884,121.2,0.1681,0.3173
10672,0.2289,2.199,90.73,12.2,2.522,0.988,122.2,0.1499,0.3344
10672.5,0.2147,2.208,89.55,11.57,2.476,1.132,122.7,0.2579,0.3464
10673,0.2127,2.216,88.29,10.01,2.431,0.984,126.4,0.2476,0.3906
10673.5,0.2095,2.215,87.18,10.01,2.31,0.977,128.2,0.2832,0.3896
10674,0.2076,2.225,84.23,10.01,2.183,0.856,127.5,0.2643,0.4031
10674.5,0.2076,2.239,82.86,11.37,2.183,1.04,127.3,0.2112,0.3857
10675,0.2076,2.248,83.64,13.39,2.195,1.115,125.7,0.177,0.3618
10675.5,0.2076,2.256,86.01,14.93,2.628,1.207,122.7,0.1467,0.3528
10676,0.2106,2.266,88.37,16.64,3.035,1.472,121.7,0.07906,0.3412
10676.5,0.2138,2.273,89.95,19.24,3.392,1.684,120.6,0.02062,0.3229
10677,0.2154,2.273,91.13,20.69,3.891,1.363,125.1,0.004382,0.3297
10677.5,0.2171,2.247,90.93,20.69,3.63,1.327,128.8,0.08611,0.3055
10678,0.2185,2.219,90.74,23.07,3.72,1.097,128.8,0.1781,0.2704
10678.5,0.2185,2.192,89.95,25.72,3.91,1.097,124.2,0.2806,0.2352
10679,0.2185,2.188,88.38,26.67,4.205,1.099,121.8,0.2958,0.2282
10679.5,0.2185,2.187,86.02,26.68,4.51,1.159,118.2,0.2996,0.2255
10680,0.2185,2.19,85.15,23.93,4.515,1.17,118.2,0.2882,0.2397
10680.5,0.2167,2.211,84.44,23.08,4.687,0.95,118.2,0.2264,0.2616
10681,0.2123,2.223,85.96,26.2,5.05,1.064,116.7,0.2246,0.2526
10681.5,0.209,2.244,87.6,28.69,5.73,1.322,115.7,0.178,0.2552
10682,0.2052,2.253,86.81,28.69,6.241,1.581,115.1,0.1818,0.2608
10682.5,0.1948,2.252,84.84,28.69,5.816,1.678,116.7,0.2898,0.259
10683,0.1954,2.24,84.05,28.69,5.74,1.176,115.7,0.3294,0.2538
10683.5,0.1958,2.225,86.81,30.49,5.617,1.101,115.1,0.3828,0.2359
10684,0.1986,2.211,87.99,34.4,5.824,1.279,110.6,0.3503,0.2098
10684.5,0.2005,2.206,90.75,39.06,6.044,1.58,110,0.3454,0.1924
10685,0.2018,2.21,91.15,47.7,6.381,1.633,112.5,0.3656,0.1783
10685.5,0.2029,2.215,90.75,47.69,6.459,1.511,115.1,0.3497,0.1833
10686,0.2126,2.192,90.75,40.76,5.388,1.175,117.4,0.3398,0.1877
10686.5,0.2169,2.166,91.15,37,4.591,1.019,119.1,0.3946,0.1848
10687,0.2185,2.156,91.54,35,4.349,0.948,120.4,0.4172,0.1861
10687.5,0.2169,2.158,91.73,35,4.2,0.916,121.5,0.4254,0.1876
10688,0.2138,2.171,91.94,35.69,4.2,0.916,122.7,0.4077,0.1925
10688.5,0.2194,2.181,90.36,35.69,4.201,0.953,122.7,0.3129,0.197
10689,0.2212,2.179,87.61,37.3,4.201,1.055,122.7,0.303,0.1908
10689.5,0.2244,2.169,84.85,38.38,4.201,0.99,122.7,0.3089,0.1842
10690,0.2265,2.16,83.67,39.8,4.202,1.138,119.1,0.3215,0.1739
10690.5,0.2212,2.162,84.07,42.03,4.202,1.139,119.1,0.3673,0.1702
10691,0.2171,2.164,85.25,44.38,4.195,1.19,119.1,0.4011,0.1662
10691.5,0.2108,2.175,84.12,36.69,3.898,1.357,118.2,0.4105,0.1834
10692,0.2043,2.188,82.89,32.03,3.494,1.051,116.6,0.3977,0.2041
10692.5,0.2043,2.195,81.71,29.25,3.142,0.792,115.1,0.3864,0.2185
10693,0.205,2.192,82.5,26.72,3.074,0.794,116.1,0.3939,0.2267
10693.5,0.2052,2.207,85.26,24.85,3.03,0.861,116.7,0.3564,0.2432
10694,0.2043,2.223,88.01,24.5,2.923,1.1,114.2,0.3051,0.2483
10694.5,0.203,2.239,88.52,24,2.852,1.132,112.1,0.2574,0.2596
10695,0.2019,2.242,89.2,24,2.821,0.954,111,0.2567,0.2643
10695.5,0.2067,2.227,89.99,24.5,2.821,1.06,110.6,0.2663,0.2482
10696,0.2076,2.211,89.99,25,2.821,1.057,113.6,0.3175,0.2374
10696.5,0.2076,2.204,89.33,24.86,2.822,0.986,116.7,0.344,0.2372
10697,0.2076,2.194,88.81,18.16,2.811,0.986,117.6,0.382,0.2699
10697.5,0.2065,2.183,86.05,14.97,2.432,0.981,115.1,0.3864,0.2829
10698,0.2043,2.191,84.48,13.1,2.101,0.82,110,0.3454,0.3041
10698.5,0.2019,2.186,82.9,11.2,1.826,0.736,112.1,0.3623,0.3252
10699,0.1901,2.198,83.3,10.04,1.826,0.686,121.2,0.4346,0.3659
10699.5,0.1858,2.215,85.66,10.04,1.831,0.703,123.6,0.4539,0.3857
10700,0.1807,2.242,86.26,10.42,1.967,0.822,123.6,0.4539,0.4073
10700.5,0.1854,2.26,86.45,10.05,2.037,0.824,123.6,0.3541,0.4405
10701,0.1884,2.272,85.86,9.343,2.037,0.905,123.1,0.279,0.4695
10701.5,0.1901,2.272,83.69,9.344,2.037,1.01,122.7,0.2613,0.4629
10702,0.1918,2.264,82.51,9.573,2.039,0.687,122.7,0.2746,0.4621
10702.5,0.1925,2.238,82.11,10.8,2.12,0.74,123.1,0.3666,0.4008
10703,0.1942,2.256,81.72,12.49,2.358,0.827,123.6,0.2808,0.3953
10703.5,0.1948,2.273,83.69,14.44,2.45,0.982,123.2,0.2101,0.3845
10704,0.1948,2.288,86.84,17,2.545,1.23,122.7,0.1532,0.3652
10704.5,0.1948,2.29,89.2,20.76,2.993,1.307,118.2,0.1456,0.3319
10705,0.1996,2.268,91.17,25.07,3.397,1.031,115.1,0.1816,0.2869
10705.5,0.2049,2.24,91.95,27.75,3.775,1.275,116.5,0.2347,0.2499
10706,0.2123,2.216,91.6,30.94,3.781,1.31,117.6,0.2512,0.2215
10706.5,0.2169,2.187,91.16,29.3,3.916,1.02,120.9,0.3149,0.2169
10707,0.2208,2.163,90.65,25.35,3.907,0.918,123.6,0.367,0.222
10707.5,0.2265,2.173,90.37,22.33,3.638,0.917,124.2,0.2722,0.2414
10708,0.2273,2.184,90.11,18.63,3.511,0.886,119.7,0.2223,0.2677
10708.5,0.2279,2.189,89.98,18.63,3.516,0.882,119.7,0.1974,0.2713
10709,0.2249,2.196,89.19,18.63,3.72,0.795,119.1,0.2014,0.2784
10709.5,0.2232,2.198,89.58,19.32,4.148,0.844,116.6,0.2105,0.2739
10710,0.2169,2.196,87.71,21.54,4.528,0.973,115.1,0.2812,0.2568
10710.5,0.2138,2.204,86.43,23.16,4.531,1.062,116,0.2825,0.2525
10711,0.21,2.206,86.82,26.78,4.614,1.062,116.7,0.3121,0.2371
10711.5,0.2076,2.21,86.82,32.1,4.702,1.062,117.6,0.3213,0.2206
10712,0.2045,2.225,86.82,34.81,4.869,1.072,118.8,0.2954,0.2224
10712.5,0.2029,2.233,89.18,41.39,4.886,1.314,120.6,0.2814,0.2084
10713,0.2063,2.233,90.75,53.35,5.233,1.141,122.7,0.2473,0.188
10713.5,0.2076,2.215,91.14,57.37,5.045,1.099,124.2,0.3023,0.1733
10714,0.2138,2.178,91.54,55.33,4.871,1.063,122.1,0.3811,0.1586
10714.5,0.2169,2.168,92.37,53.36,4.872,1.097,122.3,0.3872,0.1572
10715,0.2197,2.167,92.72,51.46,4.872,0.989,122.7,0.363,0.1605
10715.5,0.2218,2.16,92.72,51.47,4.877,1.024,123.2,0.369,0.1577
10716,0.2256,2.158,93.11,49.63,5.058,1.002,123.6,0.3387,0.1603
10716.5,0.226,2.147,92.72,46.17,5.241,0.987,121.8,0.3763,0.1613
10717,0.2272,2.129,92.53,42.17,5.222,0.949,119.7,0.4226,0.161
10717.5,0.2374,2.123,92.32,39.94,4.696,0.823,116,0.3531,0.1618
10718,0.2407,2.124,91.93,40.67,4.529,0.796,115.5,0.3161,0.1604
10718.5,0.2384,2.119,90.35,42.17,4.357,0.859,115.1,0.3579,0.155
10719,0.2336,2.122,90.04,44.53,3.917,0.989,121.2,0.3948,0.1524
10719.5,0.2336,2.124,89.56,46.18,3.75,0.984,124.1,0.3872,0.1512
10720,0.2336,2.122,89.98,39.95,3.632,0.853,126.6,0.3948,0.1634
10720.5,0.2309,2.128,90.35,35.83,3.148,0.795,127.1,0.3988,0.174
10721,0.2289,2.137,88.77,30.62,2.874,0.789,127.3,0.3844,0.1907
10721.5,0.2279,2.138,88.08,27.3,2.631,0.64,127.3,0.3909,0.2034
10722,0.2279,2.146,87.59,25.86,2.635,0.641,127.3,0.3605,0.2128
10722.5,0.2279,2.16,89.16,27.81,2.745,0.691,127.3,0.3074,0.2122
10723,0.2185,2.174,89.56,30.63,2.838,0.79,124.9,0.3489,0.2072
10723.5,0.216,2.187,89.16,31,3.106,0.822,122.7,0.324,0.2122
10724,0.2138,2.194,88.29,29.9,3.266,0.74,120.4,0.3204,0.2204
10724.5,0.2138,2.195,87.58,28.84,3.041,0.741,117.6,0.3166,0.2221
10725,0.2112,2.201,87.34,28.84,2.933,0.77,117.1,0.3197,0.2243
10725.5,0.209,2.196,87.19,29.91,2.833,0.856,116,0.3602,0.2149
10726,0.21,2.182,87.58,31.01,2.822,0.888,115.1,0.3862,0.2026
10726.5,0.2194,2.176,87.36,31.02,2.538,0.921,113.6,0.3319,0.1965
10727,0.2234,2.173,87.18,28.33,2.447,0.915,112,0.3036,0.2024
10727.5,0.2279,2.187,83.44,25.88,2.36,0.766,110.6,0.2049,0.2204
10728,0.2232,2.198,81.54,23.21,2.276,0.713,110.6,0.2105,0.2395
10728.5,0.21,2.209,80.49,20.82,2.195,0.688,110.6,0.3014,0.2598
10729,0.2052,2.226,81.5,20.82,2.119,0.69,109.1,0.2843,0.2702
10729.5,0.2034,2.249,84,21.2,2.163,0.71,108.5,0.2156,0.2854
10730,0.2016,2.275,86.78,24.07,2.37,0.671,107.8,0.135,0.2931
