DEPTH,ANN,SVR,ACTUAL
10026.0,1.0004611,0.9000488697111064,1.0
10026.5,1.0004454,0.9105560460236242,1.0
10027.0,1.0004048,0.8998509766749049,1.0
10027.5,1.0003858,0.8999894373223665,1.0
10028.0,1.0003868,0.8973439512249158,1.0
10028.5,1.0002757,0.9001308583604557,1.0
10029.0,0.9999313,0.8615997090126473,1.0
10029.5,0.9999327,0.8997378939867093,1.0
10030.0,1.0000643,0.9004548442694538,1.0
10030.5,1.0000962,0.9000426751430615,1.0
10031.0,1.0000144,0.8998433356759367,1.0
10031.5,1.0000718,0.9003288972264679,1.0
10032.0,0.9999972,0.8998062790531661,1.0
10032.5,0.99986345,0.9091501731453036,1.0
10033.0,0.9997992,0.9002067812192515,1.0
10033.5,0.9997618,0.9118070581753432,1.0
10034.0,1.0004436,0.9231780470068249,1.0
10034.5,1.0001439,0.9000913525670129,1.0
10035.0,1.0004052,0.9031803321083554,1.0
10035.5,0.9999383,0.9245135646239364,1.0
10036.0,0.999907,0.8957188930370421,1.0
10036.5,1.0001519,0.9179344482327332,1.0
10037.0,1.000354,0.9285001498294658,1.0
10037.5,0.99999243,0.9093166566423447,1.0
10038.0,0.9998872,0.9095033842721401,1.0
10038.5,0.9999302,0.9112883179568667,1.0
10039.0,1.0000633,0.9091258139569967,1.0
10039.5,1.0002184,0.9000150304576655,1.0
10040.0,1.0003724,0.9030667572985842,1.0
10040.5,1.0005842,0.9003779769453122,1.0
10041.0,1.0002146,0.9206454304268443,1.0
10041.5,0.99999636,0.9085248022008561,1.0
10042.0,0.9998092,0.9201438454187008,1.0
10042.5,0.9999969,0.9117505605270713,1.0
10043.0,1.0005293,0.8995295416309286,1.0
10043.5,0.9995478,0.7168266272794961,1.0
10044.0,0.9999785,0.90000816736494,1.0
10044.5,1.0005429,0.8998873030360057,1.0
10045.0,0.9998507,0.9091706901774459,1.0
10045.5,0.9999135,0.9177118349814588,1.0
10046.0,1.0003783,0.9000942785423001,1.0
10046.5,1.0004741,0.9000038514734112,1.0
10047.0,1.0005293,0.9002819732908687,1.0
10047.5,1.0005207,0.9400531473703523,1.0
10048.0,1.0005149,0.9032960066613288,1.0
10048.5,1.0003403,0.9192688092767279,1.0
10049.0,1.0001329,0.9000196309927962,1.0
10049.5,0.9999928,0.9154513338578506,1.0
10050.0,1.000081,0.9001412296755389,1.0
10050.5,1.000128,0.9030748856562008,1.0
10051.0,1.0000935,0.8999349884778867,1.0
10051.5,1.0003047,0.9175971529123971,1.0
10052.0,1.0000651,0.9154719416277506,1.0
10052.5,0.99998313,0.9082895624079554,1.0
10053.0,0.99991983,0.9207529152707083,1.0
10053.5,0.99976176,0.9145832367739449,1.0
10054.0,0.99992645,0.9288595945831492,1.0
10054.5,1.0004045,0.8999408035291543,1.0
10055.0,0.9999696,0.8591289642480009,1.0
10055.5,1.000498,0.8808663212651185,1.0
10056.0,1.0005196,0.9002665426340963,1.0
10056.5,1.0004578,0.9157116798933802,1.0
10057.0,1.0003252,0.8997293965661656,1.0
10057.5,1.0003644,0.9059966430170407,1.0
10058.0,1.0004153,0.9007196633382517,1.0
10058.5,0.99998945,0.9000115831532072,1.0
10059.0,0.9997571,0.9004831808545486,1.0
10059.5,0.9998823,0.7803245291248485,1.0
10060.0,0.9998936,0.9004415869162798,1.0
10060.5,0.9999388,0.9004979956325921,1.0
10061.0,0.99977547,0.6664586899875905,1.0
10061.5,0.999757,0.8999397963411928,1.0
10062.0,1.0003216,0.8996803470716508,1.0
10062.5,1.0004786,0.9087839992245091,1.0
10063.0,1.0003504,0.9002728721848794,1.0
10063.5,1.000342,0.9203032628720655,1.0
10064.0,1.0001996,0.9096311106509698,1.0
10064.5,1.0002954,0.9169788860843592,1.0
10065.0,1.0002848,0.9001762872956078,1.0
10065.5,1.0001831,0.888816140638646,1.0
10066.0,1.0000561,0.9002264065207133,1.0
10066.5,0.99984354,0.899863648568889,1.0
10067.0,0.999853,0.9000038462942785,1.0
10067.5,0.99988574,0.9000726738741397,1.0
10068.0,0.9998526,0.692076423163662,1.0
10068.5,1.003252,0.899929845901576,1.0
10069.0,0.9997193,0.9000083347937733,1.0
10069.5,1.0060812,0.9000410301721248,1.0
10070.0,1.0010047,0.9000218622584344,1.0
10070.5,0.9989907,0.9000196793716467,1.0
10071.0,1.0005032,0.9001393558761699,1.0
10071.5,1.0001663,0.9000221221383435,1.0
10072.0,0.99993694,0.8999763573050403,1.0
10072.5,0.9996521,0.9089373802737721,1.0
10073.0,0.9997559,0.8772804195551245,1.0
10073.5,0.99980015,0.8998822035146697,1.0
10074.0,1.0005534,0.9002565835458547,1.0
10074.5,0.99966425,0.8997855654052873,1.0
10075.0,0.99984366,0.8996510242897048,1.0
10075.5,1.0005056,0.9288129545071284,1.0
10076.0,1.0003574,0.8985589634684581,1.0
10076.5,0.9999246,0.9018323422934309,1.0
10077.0,0.99979585,0.8999063222030517,1.0
10077.5,0.9998766,0.9003844319141091,1.0
10078.0,0.9998736,0.9369426477024435,1.0
10078.5,1.0000414,0.9002708942978519,1.0
10079.0,1.0003229,0.9251419938574207,1.0
10079.5,1.0004607,0.8999937769630335,1.0
10080.0,1.0004563,0.8876638310998175,1.0
10080.5,1.0000955,0.9004203879733608,1.0
10081.0,1.0000001,0.899580272858009,1.0
10081.5,0.99999464,0.9004343499205593,1.0
10082.0,0.99991876,0.8995948827781376,1.0
10082.5,0.99978864,0.9178770506598222,1.0
10083.0,0.9996171,0.9135432137674839,1.0
10083.5,0.9996652,0.9000618278711051,1.0
10084.0,0.99979234,0.900346832749181,1.0
10084.5,1.0003417,0.9002970517251777,1.0
10085.0,0.9998165,0.80291395804698,1.0
10085.5,1.0005008,0.9318106404829054,1.0
10086.0,1.0001297,0.9001738438478518,1.0
10086.5,1.0004945,0.8997583454086118,1.0
10087.0,1.0003251,0.9189987738947802,1.0
10087.5,1.0001876,0.9123286139024385,1.0
10088.0,1.0000935,0.9258679181921903,1.0
10088.5,1.0000257,0.900603364238981,1.0
10089.0,0.9999743,0.9043981998174807,1.0
10089.5,0.9999476,0.9000944674978433,1.0
10090.0,0.9999103,0.8929785091995912,1.0
10090.5,0.9998705,0.9053584426696006,1.0
10091.0,0.9998688,0.8997755515029484,1.0
10091.5,1.0000291,0.9115574346559302,1.0
10092.0,1.0000634,0.9138543367268509,1.0
10092.5,0.9999983,0.8996675232247653,1.0
10093.0,1.0001497,0.8921306922130297,1.0
10093.5,1.0000677,0.8856346170362136,1.0
10094.0,0.9998736,0.900288312239856,1.0
10094.5,0.9997545,0.9076810169148279,1.0
10095.0,0.99971306,0.929549063389252,1.0
10095.5,0.9996806,0.9059637522565546,1.0
10096.0,0.99964386,0.9000101995646576,1.0
10096.5,1.0001409,0.9003120274609235,1.0
10097.0,0.9999288,0.9002104415330381,1.0
10097.5,1.0000759,0.900242083816255,1.0
10098.0,1.0000618,0.8999478773802558,1.0
10098.5,1.0004939,0.8998603853560735,1.0
10099.0,1.0000727,0.9388761979912053,1.0
10099.5,1.0001407,0.9295044995562007,1.0
10100.0,1.0000056,0.9042120568570567,1.0
10100.5,0.9998649,0.9039157960521924,1.0
10101.0,0.9997962,0.9059689719314107,1.0
10101.5,0.9998233,0.9004838613717426,1.0
10102.0,1.0000535,0.9222346403573338,1.0
10102.5,1.0003811,0.900490642330948,1.0
10103.0,1.000476,0.8997895239307041,1.0
10103.5,1.0002362,0.9034729627877849,1.0
10104.0,0.99996144,0.9011062255789342,1.0
10104.5,0.9998114,0.899867731973669,1.0
10105.0,0.99974316,0.9017414421889076,1.0
10105.5,0.99994606,0.9116595571283294,1.0
10106.0,1.0003055,0.9170218718417393,1.0
10106.5,1.0001705,0.907224919915994,1.0
10107.0,1.000063,0.9047573706069763,1.0
10107.5,0.9999744,0.9004986052685842,1.0
10108.0,0.9999134,0.9000324300581379,1.0
10108.5,0.9999777,0.9106335572685046,1.0
10109.0,1.0002539,0.8996125616330163,1.0
10109.5,1.0003777,0.9189877079554923,1.0
10110.0,1.0001583,0.8817959168514236,1.0
10110.5,1.0003167,0.9034471717763568,1.0
10111.0,1.0000354,0.8996548156258234,1.0
10111.5,0.99991864,0.9066305568874179,1.0
10112.0,0.99980944,0.9098267259675268,1.0
10112.5,0.99994224,0.9037590831871012,1.0
10113.0,0.9999374,0.8996375779685564,1.0
10113.5,1.000475,0.8999000074796757,1.0
10114.0,1.0002209,0.9331384204582941,1.0
10114.5,1.0002992,0.929767589501705,1.0
10115.0,1.0002264,0.9069890866542407,1.0
10115.5,1.0002725,0.8999879240892468,1.0
10116.0,1.000071,0.9088407705338826,1.0
10116.5,0.9999971,0.8995290055244072,1.0
10117.0,0.9998935,0.9003737287590257,1.0
10117.5,0.9998569,0.9036287950933681,1.0
10118.0,0.999868,0.9012353266195018,1.0
10118.5,1.0000217,0.8747093756829895,1.0
10119.0,1.000239,0.9062344468311487,1.0
10119.5,1.0004463,0.9015985647384233,1.0
10120.0,1.0003623,0.9307769588212532,1.0
10120.5,1.0001792,0.9213864885192521,1.0
10121.0,0.99999493,0.9217433424151025,1.0
10121.5,0.99985844,0.8998334626508644,1.0
10122.0,0.9997968,0.907788742423578,1.0
10122.5,0.9998595,0.9167371344292914,1.0
10123.0,0.9999381,0.9234604208615527,1.0
10123.5,1.0002182,0.8837930243970942,1.0
10124.0,1.0003867,0.9125553121677723,1.0
10124.5,1.0004817,0.9059900655641382,1.0
10125.0,1.000315,0.8145168341082865,1.0
10125.5,1.000513,0.9313630031206083,1.0
10126.0,1.0004269,0.8920013882413014,1.0
10126.5,1.000446,0.9161362435985168,1.0
10127.0,1.0003505,0.9135081488247208,1.0
10127.5,1.0003245,0.9249372297173581,1.0
10128.0,1.0003009,0.9141246895560773,1.0
10128.5,1.0002965,0.8964908161410801,1.0
10129.0,1.0003097,0.9002467875941187,1.0
10129.5,1.0003616,0.8996210317567639,1.0
10130.0,1.0003512,0.9055101989250629,1.0
10130.5,1.0004913,0.9000242694810454,1.0
10131.0,1.0005101,0.8998903849081629,1.0
10131.5,1.0005199,0.9004478353292196,1.0
10132.0,1.0005188,0.9001609675736952,1.0
10132.5,1.0004469,0.902689225698418,1.0
10133.0,1.0004,0.8386929088304906,1.0
10133.5,1.0001919,0.9000544172354424,1.0
10134.0,1.0003462,0.8822363440215939,1.0
10134.5,1.0004514,0.9000001680556353,1.0
10135.0,1.0004998,0.9000178808984474,1.0
10135.5,1.000454,0.9117061682392598,1.0
10136.0,1.0004082,0.9000592286762162,1.0
10136.5,1.0004897,0.8999363007818878,1.0
10137.0,1.0004458,0.9003984443446429,1.0
10137.5,1.0001477,0.899236465921153,1.0
10138.0,0.99998766,0.906872209006081,1.0
10138.5,1.0000391,0.8973750006724359,1.0
10139.0,1.0002481,0.8998535832749062,1.0
10139.5,1.0005062,0.9258250492454938,1.0
10140.0,1.0005993,0.8997997419053925,1.0
10140.5,1.000273,0.8997590297481548,1.0
10141.0,1.000502,0.8802055358360106,1.0
10141.5,1.0002849,0.9166546365248854,1.0
10142.0,0.9998939,0.9113994440303979,1.0
10142.5,0.99979943,0.9104935433353317,1.0
10143.0,0.99972105,0.8996423698447299,1.0
10143.5,0.9997809,0.8996639462311944,1.0
10144.0,0.9997687,0.9002199351524214,1.0
10144.5,1.0001242,0.9000603758651473,1.0
10145.0,1.0002428,0.6414042152764964,1.0
10145.5,0.99989575,0.9003264214906417,1.0
10146.0,0.99963605,0.9002897884205296,1.0
10146.5,1.0001034,0.8998398979511122,1.0
10147.0,0.99992114,0.9015146189559788,1.0
10147.5,1.0000165,0.899950503933411,1.0
10148.0,1.0001477,0.9038280962557641,1.0
10148.5,1.000403,0.8974857933862461,1.0
10149.0,1.0000372,0.9120333259151444,1.0
10149.5,0.99986225,0.9114915814619958,1.0
10150.0,0.9998262,0.9051344357471747,1.0
10150.5,0.99965435,0.9002690065152182,1.0
10151.0,0.9997756,0.8998814969850171,1.0
10151.5,1.0005028,0.9163865274401573,1.0
10152.0,1.0004995,0.9000697295661992,1.0
10152.5,1.0003957,0.9001552033266575,1.0
10153.0,0.99990636,0.9003167287783389,1.0
10153.5,0.99967784,0.9226624557232656,1.0
10154.0,0.99955803,0.921683785958717,1.0
10154.5,0.9998154,0.9139557473617993,1.0
10155.0,1.0003879,0.8905185141059808,1.0
10155.5,1.000412,0.863978321414115,1.0
10156.0,1.0000685,0.8998765248777043,1.0
10156.5,1.0004443,0.901793781868842,1.0
10157.0,0.9999045,0.8997851298577122,1.0
10157.5,0.999722,0.8995644963707115,1.0
10158.0,0.9997352,0.8948514241969316,1.0
10158.5,0.99971884,0.8997648340230906,1.0
10159.0,0.99969727,0.9000139757097331,1.0
10159.5,1.0004427,0.9142987013494002,1.0
10160.0,1.0004685,0.9000679492624696,1.0
10160.5,1.0004777,0.899870450558339,1.0
10161.0,1.000198,0.9147542399586045,1.0
10161.5,0.99999446,0.9209462502227094,1.0
10162.0,1.0000242,0.925826704662938,1.0
10162.5,1.000056,0.9305181777284104,1.0
10163.0,0.9999848,0.9031627200158007,1.0
10163.5,0.99987847,0.9002926033015628,1.0
10164.0,0.9998514,0.9078216354852165,1.0
10164.5,0.9998844,0.9001619133719669,1.0
10165.0,0.99979347,0.899785066820004,1.0
10165.5,0.999721,0.8999342021067425,1.0
10166.0,1.0003532,0.9059837393549752,1.0
10166.5,1.0004979,0.9000178945477489,1.0
10167.0,1.0005038,0.9003091055189567,1.0
10167.5,1.0005062,0.9290937076746666,1.0
10168.0,0.9999752,0.9003366879037437,1.0
10168.5,0.9997026,0.9233172183911194,1.0
10169.0,0.99959046,0.8999224642263857,1.0
10169.5,1.0002432,0.9225814580143881,1.0
10170.0,1.0005174,0.8998031875745491,1.0
10170.5,1.0003997,0.9003440500572313,1.0
10171.0,0.9997714,0.8683943616732439,1.0
10171.5,0.9996649,0.8901238281683921,1.0
10172.0,0.99995834,0.9003345504837454,1.0
10172.5,1.0004413,0.8999758157387603,1.0
10173.0,0.9996666,0.9003222362103218,1.0
10173.5,0.99961853,0.8997589481113688,1.0
10174.0,1.000641,0.9000569726638287,1.0
10174.5,0.9996049,0.6401093989323096,1.0
10175.0,1.0001963,0.9004342101976457,1.0
10175.5,1.0005198,0.899666903982262,1.0
10176.0,0.9998587,0.8995135500702953,1.0
10176.5,0.99981606,0.8681836474042859,1.0
10177.0,1.0004984,0.9002753517010036,1.0
10177.5,1.0005027,0.9006253620126408,1.0
10178.0,1.0004408,0.8998099441631205,1.0
10178.5,1.000349,0.7836361730034507,1.0
10179.0,0.99979776,0.8684894463636008,1.0
10179.5,1.0003448,0.895337199267094,1.0
10180.0,0.9999005,0.9000352830377851,1.0
10180.5,1.0006192,0.8999560655346128,1.0
10181.0,1.0005748,0.8129259983939409,1.0
10181.5,0.99987566,0.6871496189298723,1.0
10182.0,1.0004976,0.8999512266868721,1.0
10182.5,1.000014,0.8997225208256334,1.0
10183.0,0.999873,0.9112439218390265,1.0
10183.5,0.9998247,0.8997341291717886,1.0
10184.0,1.0000825,0.9002807235000865,1.0
10184.5,1.0004343,0.9000309266428281,1.0
10185.0,0.9998602,0.9018705863381224,1.0
10185.5,1.0001261,0.8282254172324193,1.0
10186.0,0.99991876,0.8998006515774316,1.0
10186.5,1.0005251,0.8999289002147637,1.0
10187.0,0.9999267,0.9001311819353206,1.0
10187.5,0.9997795,0.9004139306361456,1.0
10188.0,0.99971896,0.911864185848517,1.0
10188.5,0.999736,0.9028974886552548,1.0
10189.0,0.99983686,0.9023134631016132,1.0
10189.5,1.0001413,0.9002681769563718,1.0
10190.0,1.0005903,0.8999123213028519,1.0
10190.5,1.0005882,0.9004055378173931,1.0
10191.0,1.0005573,0.8998837754505684,1.0
10191.5,1.0004532,0.9236342741736416,1.0
10192.0,1.0001696,0.9072228989273734,1.0
10192.5,0.99993294,0.9052646519596703,1.0
10193.0,0.9997942,0.9001814941533379,1.0
10193.5,0.99969786,0.9142021421792805,1.0
10194.0,0.9997277,0.9001145040286935,1.0
10194.5,0.99968845,0.8999839426982792,1.0
10195.0,1.0004941,0.8998337432257153,1.0
10195.5,0.9999955,0.7949323121411376,1.0
10196.0,0.99976414,0.8995345604191463,1.0
10196.5,1.0003998,0.900304373585245,1.0
10197.0,0.99987775,0.8838767209753987,1.0
10197.5,1.0000807,0.9000878380138367,1.0
10198.0,0.9997561,0.9002167720497525,1.0
10198.5,1.0001147,0.9290798687476768,1.0
10199.0,1.0004386,0.8995321335107042,1.0
10199.5,1.0003228,0.8997264589842222,1.0
10200.0,0.9999625,0.8996048718791394,1.0
10200.5,0.99992615,0.8889567016622527,1.0
10201.0,0.9997668,0.8929653988756514,1.0
10201.5,0.99967223,0.8998567158740233,1.0
10202.0,0.99969983,0.8999888231994706,1.0
10202.5,0.999837,0.8997383314954125,1.0
10203.0,1.000345,0.8998562498274643,1.0
10203.5,1.0004066,0.9002025910858804,1.0
10204.0,0.9999488,0.8999793609958362,1.0
10204.5,0.99977034,0.9001362196904958,1.0
10205.0,0.9996706,0.9056660146265934,1.0
10205.5,1.0002294,0.9020684639522853,1.0
10206.0,1.0005187,0.9001907418336141,1.0
10206.5,1.0002875,0.900007958866285,1.0
10207.0,1.0004245,0.932602813185311,1.0
10207.5,1.0002236,0.8999659211027244,1.0
10208.0,0.999963,0.9001469459086535,1.0
10208.5,0.9998697,0.8890328010020006,1.0
10209.0,0.9998958,0.9001238005002573,1.0
10209.5,0.9998465,0.8999929333889372,1.0
10210.0,0.99979913,0.9067485693958048,1.0
10210.5,0.9997475,0.9221227201524332,1.0
10211.0,0.9997253,0.9213338758604899,1.0
10211.5,0.99969417,0.9235233788891593,1.0
10212.0,0.99962485,0.9074937586636864,1.0
10212.5,0.99963045,0.9001585264440293,1.0
10213.0,1.0004534,0.8095239449425624,1.0
10213.5,1.0004625,0.8998400590790754,1.0
10214.0,0.9997169,0.9001084204868204,1.0
10214.5,0.9990156,0.9000687014364244,1.0
10215.0,1.0002059,0.9235631567884159,1.0
10215.5,0.9997447,0.9049217750795373,1.0
10216.0,0.9997489,0.9060401116106921,1.0
10216.5,0.99975604,0.8871632931467818,1.0
10217.0,0.9996447,0.8997633566375147,1.0
10217.5,0.9997114,0.8999582976798338,1.0
10218.0,0.99983346,0.8995498177971216,1.0
10218.5,1.0002524,0.900230269655967,1.0
10219.0,1.0003883,0.9000373476640406,1.0
10219.5,1.000314,0.6419951839232683,1.0
10220.0,1.0003598,0.6402319436798942,1.0
10220.5,0.9999476,0.899977865460052,1.0
10221.0,1.0002359,0.9000103887192903,1.0
10221.5,1.0003937,0.8998124549332784,1.0
10222.0,1.0004578,0.8999699584481192,1.0
10222.5,0.99998903,0.8999486212763824,1.0
10223.0,0.9998691,0.900462142825148,1.0
10223.5,0.9997626,0.9000357561386712,1.0
10224.0,0.9997847,0.9017631515322797,1.0
10224.5,1.0002509,0.9000772761469118,1.0
10225.0,1.0003769,0.9000386093168895,1.0
10225.5,1.0000527,0.9003146752609135,1.0
10226.0,0.99999434,0.9000016018916388,1.0
10226.5,1.0003988,0.8999531743387972,1.0
10227.0,1.0005455,0.9001092223033118,1.0
10227.5,1.0004712,0.8996487797445787,1.0
10228.0,1.0004287,0.9001079440650748,1.0
10228.5,1.0004367,0.8997264278501251,1.0
10229.0,1.00041,0.9004446999032726,1.0
10229.5,1.000345,0.8522057867594689,1.0
10230.0,1.0003943,0.8269802553659451,1.0
10230.5,1.0001202,0.9000933732448632,1.0
10231.0,1.0003657,0.8995992296284272,1.0
10231.5,1.0004151,0.8999978052927029,1.0
10232.0,1.0003504,0.8995726148747327,1.0
10232.5,0.9998404,0.899992599462545,1.0
10233.0,1.0004449,0.7979313113878009,1.0
10233.5,1.0003179,0.924480928440223,1.0
10234.0,1.0003631,0.9251896686585444,1.0
10234.5,1.0003656,0.909727916524434,1.0
10235.0,0.9999028,0.909190098380399,1.0
10235.5,0.9996507,0.9000035460443153,1.0
10236.0,0.9995909,0.9008590251920896,1.0
10236.5,0.99958247,0.8996558827353149,1.0
10237.0,0.99965817,0.86519353922202,1.0
10237.5,0.99968463,0.9034614286614062,1.0
10238.0,0.9995833,0.9029529000394863,1.0
10238.5,0.999564,0.8998615705897925,1.0
10239.0,0.99973524,0.9000000851321106,1.0
10239.5,1.0004411,0.900147277969674,1.0
10240.0,0.9997756,0.6887685350203291,1.0
10240.5,1.0005671,0.8969622968346749,1.0
10241.0,1.0005227,0.6643563587458964,1.0
10241.5,0.87781626,0.7881970572922042,0.8878
10242.0,0.8103151,0.7032103567841888,0.7245
10242.5,0.90100896,0.7956672921226527,0.8956
10243.0,1.001321,0.853355041190939,0.9535
10243.5,1.0012223,0.8997675446614222,1.0
10244.0,1.0009221,0.9003635629940645,1.0
10244.5,1.0007477,0.8998936952624301,1.0
10245.0,1.0014341,0.8999314194888486,1.0
10245.5,1.001292,0.7738718537932228,1.0
10246.0,0.8248325,0.8996385451936935,1.0
10246.5,0.8249637,0.8205392480315915,1.0
10247.0,0.8246869,0.8998159290721847,1.0
10247.5,0.82746863,0.9001039936270234,1.0
10248.0,0.82738465,0.900133674440535,1.0
10248.5,0.82434666,0.7824738194156843,0.8829
10249.0,0.8767812,0.6787197840406667,0.7787
10249.5,0.82495767,0.7197132404082255,0.6197
10250.0,0.8243792,0.7798352767637138,0.7190000000000001
10250.5,0.82483554,0.8999302453984425,1.0
10251.0,0.8773789,0.8995444085078761,1.0
10251.5,1.0011979,0.7472978450015716,1.0
10252.0,1.0006553,0.9000106260278637,1.0
10252.5,0.9996615,0.7814851330772029,1.0
10253.0,0.999595,0.8999283869218659,1.0
10253.5,0.9995274,0.8177403385270015,1.0
10254.0,0.99949044,0.8999516003254859,1.0
10254.5,0.99954355,0.899895623021357,1.0
10255.0,0.8437374,0.9000132400953511,1.0
10255.5,0.831441,0.9000560824873366,1.0
10256.0,0.8278668,0.8998105768067766,1.0
10256.5,0.8836077,0.7300105442381523,0.83
10257.0,0.84845686,0.694335847104533,0.5941
10257.5,0.8250491,0.6205712308066842,0.5206
10258.0,0.8246432,0.7666309227817648,0.6664
10258.5,0.82612956,0.7512330491203991,0.8419
10259.0,0.82893914,0.7314864739958701,0.8315
10259.5,0.826397,0.7524347554043526,0.8443
10260.0,0.8258111,0.7516632692297209,0.852
10260.5,0.8261364,0.7923829335970329,0.7883
10261.0,0.8243776,0.7099045267171954,0.7937
10261.5,0.82549495,0.7211945147328376,0.8212
10262.0,0.8307591,0.7613764109237875,0.861
10262.5,0.82550055,0.7826065982747552,0.875
10263.0,0.8251299,0.7877416712567569,0.8251
10263.5,0.829523,0.7315222876644615,0.7625
10264.0,0.83065516,0.6693933268599351,0.7047
10264.5,0.82966775,0.715099279655597,0.6196
10265.0,0.82498425,0.7485872154103028,0.6792
10265.5,0.82435423,0.7402348881941491,0.7267
10266.0,0.8248382,0.6998318431335961,0.7858
10266.5,0.8243891,0.7262889815739384,0.8264
10267.0,0.901179,0.7639788820670173,0.8503
10267.5,1.0013605,0.8118885469078452,0.9039
10268.0,0.94612247,0.8096076589857006,0.9096
10268.5,0.9472439,0.7855633593260521,0.8854
10269.0,1.0015928,0.9000016097005639,1.0
10269.5,1.0015018,0.9000063315965237,1.0
10270.0,1.0012991,0.8998238578750497,1.0
10270.5,1.0001596,0.9000433313018481,1.0
10271.0,0.99956554,0.8997183016882406,1.0
10271.5,0.9997158,0.9002856649941836,1.0
10272.0,0.99978614,0.8740387261261868,1.0
10272.5,0.9996789,0.9000057830464148,1.0
10273.0,0.99976486,0.9004616351179102,1.0
10273.5,0.9997203,0.901951990193412,1.0
10274.0,0.99963623,0.9134663231930434,1.0
10274.5,0.9998046,0.9047736618928728,1.0
10275.0,0.99978584,0.9001090110611982,1.0
10275.5,0.9999877,0.6423938157509061,1.0
10276.0,1.000313,0.8998575064289336,1.0
10276.5,1.0024407,0.9001035754612938,1.0
10277.0,1.001807,0.9000388374774676,1.0
10277.5,1.0005386,0.9000157032117044,1.0
10278.0,1.000506,0.9002336376629554,1.0
10278.5,0.99968535,0.8998970407062734,1.0
10279.0,1.0004706,0.7802371939880309,1.0
10279.5,1.000502,0.715027630303316,1.0
10280.0,0.99983245,0.8927172039912745,1.0
10280.5,0.99975795,0.9000782939126111,1.0
10281.0,1.0001476,0.8682285462899307,1.0
10281.5,0.9999904,0.900072195008108,1.0
10282.0,0.99971473,0.9002920081172934,1.0
10282.5,0.99966997,0.908208146687895,1.0
10283.0,1.0002569,0.900498352488933,1.0
10283.5,1.0004408,0.8460113496368727,1.0
10284.0,1.0002012,0.9135124963065568,1.0
10284.5,0.99982184,0.898054986623355,1.0
10285.0,0.99993086,0.9058396240525014,1.0
10285.5,0.999863,0.9122330901053177,1.0
10286.0,0.9997447,0.8999315888472279,1.0
10286.5,0.99975604,0.8995405578052608,1.0
10287.0,0.9998446,0.899833504518606,1.0
10287.5,0.9998303,0.9001437188826142,1.0
10288.0,0.9997037,0.909647231160854,1.0
10288.5,0.9995747,0.8996979299703305,1.0
10289.0,0.99961466,0.899972628905024,1.0
10289.5,1.0004405,0.8999253017002311,1.0
10290.0,1.0004491,0.8955937625696115,1.0
10290.5,0.999876,0.8966123275906053,1.0
10291.0,0.99985915,0.902949491584378,1.0
10291.5,0.9998437,0.9039538139321888,1.0
10292.0,0.9998506,0.9033870089202155,1.0
